"cod","numpedido","dataemissao","mes","ano","nomecliente","produto","qtde","prcunit","total","custounit","margem","estoque","compra"
"1429","4214","18/11/2019","11","2019","CLI1889","4376","264","4.04","1066.56","4.72267","-0.682669","169","NAOCOMPRA"
"1430","9244","18/11/2019","11","2019","CLI2259","4376","264","11.97","3160.08","4.87977","7.09023","147","COMPRA"
"1431","12904","19/11/2019","11","2019","CLI1889","4376","66","4.04","266.64","4.72267","-0.682669","510","NAOCOMPRA"
"1432","9293","19/11/2019","11","2019","CLI3562","4376","66","4.04","266.64","4.72267","-0.682669","188","NAOCOMPRA"
"1433","4074","19/11/2019","11","2019","CLI3451","4376","66","11.44","755.04","4.86387","6.57613","329","COMPRA"
"1434","4079","19/11/2019","11","2019","CLI3438","4376","33","11.44","377.52","4.86387","6.57613","396","COMPRA"
"1435","4088","19/11/2019","11","2019","CLI3468","4376","33","11.44","377.52","4.86387","6.57613","24","COMPRA"
"1436","4140","19/11/2019","11","2019","CLI3526","4376","33","11.44","377.52","4.86387","6.57613","342","COMPRA"
"1437","4227","20/11/2019","11","2019","CLI3060","4376","253","8.5","2150.5","4.94567","3.55433","483","NAOCOMPRA"
"1438","4227","20/11/2019","11","2019","CLI3060","4376","253","8.5","2150.5","4.94567","3.55433","247","NAOCOMPRA"
"1439","4224","20/11/2019","11","2019","CLI3798","4376","2","8.05","16.1","4.52067","3.52933","159","COMPRA"
"1440","4225","22/11/2019","11","2019","CLI3060","4376","1","8.05","4.03","4.52067","3.52933","170","COMPRA"
"1441","4260","25/11/2019","11","2019","CLI3451","4376","33","11.44","377.52","4.86387","6.57613","340","COMPRA"
"1442","4203","27/11/2019","11","2019","CLI3460","4376","33","11.44","377.52","4.86387","6.57613","551","COMPRA"
"1443","4250","27/11/2019","11","2019","CLI3429","4376","66","11.44","755.04","4.86387","6.57613","26","COMPRA"
"1444","4251","27/11/2019","11","2019","CLI3431","4376","33","11.44","377.52","4.86387","6.57613","37","COMPRA"
"1445","4261","27/11/2019","11","2019","CLI3462","4376","33","11.44","377.52","4.86387","6.57613","581","COMPRA"
"1446","4308","10/12/2019","12","2019","CLI3448","4376","33","11.44","377.52","4.9865","6.4535","310","COMPRA"
"1447","4313","10/12/2019","12","2019","CLI3431","4376","33","11.44","377.52","4.9865","6.4535","421","COMPRA"
"1448","4314","10/12/2019","12","2019","CLI3488","4376","132","11.44","1510.08","4.9865","6.4535","163","COMPRA"
"1449","4316","10/12/2019","12","2019","CLI3438","4376","165","11.44","1887.6","4.9865","6.4535","362","COMPRA"
"1450","4318","10/12/2019","12","2019","CLI3437","4376","33","11.44","377.52","4.9865","6.4535","452","COMPRA"
"1451","4322","10/12/2019","12","2019","CLI3587","4376","33","11.44","377.52","4.9865","6.4535","103","COMPRA"
"1452","4326","10/12/2019","12","2019","CLI3433","4376","231","11.44","2642.64","4.9865","6.4535","307","COMPRA"
"1453","4365","10/12/2019","12","2019","CLI3490","4376","66","11.44","755.04","4.9865","6.4535","109","COMPRA"
"1454","4395","10/12/2019","12","2019","CLI3473","4376","33","11.44","377.52","4.9865","6.4535","40","COMPRA"
"1455","4369","17/12/2019","12","2019","CLI3434","4376","66","11.44","755.04","4.9865","6.4535","460","COMPRA"
"1456","4375","17/12/2019","12","2019","CLI3587","4376","33","11.44","377.52","4.9865","6.4535","199","COMPRA"
"1457","4377","17/12/2019","12","2019","CLI3455","4376","66","11.44","755.04","4.9865","6.4535","373","COMPRA"
"1458","4384","17/12/2019","12","2019","CLI3442","4376","99","11.44","1132.56","4.9865","6.4535","324","COMPRA"
"1459","4385","17/12/2019","12","2019","CLI3462","4376","66","11.44","755.04","4.9865","6.4535","85","COMPRA"
"1460","4391","17/12/2019","12","2019","CLI3436","4376","132","11.44","1510.08","4.9865","6.4535","400","COMPRA"
"1461","4392","17/12/2019","12","2019","CLI3470","4376","33","11.44","377.52","4.9865","6.4535","476","COMPRA"
"1462","4393","17/12/2019","12","2019","CLI3497","4376","33","11.44","377.52","4.9865","6.4535","586","COMPRA"
"1463","4397","17/12/2019","12","2019","CLI3430","4376","33","11.44","377.52","4.9865","6.4535","71","COMPRA"
"1464","4424","17/12/2019","12","2019","CLI3490","4376","66","11.44","755.04","4.9865","6.4535","454","COMPRA"
"1465","4425","17/12/2019","12","2019","CLI3519","4376","66","11.44","755.04","4.9865","6.4535","266","COMPRA"
"1466","4429","17/12/2019","12","2019","CLI3472","4376","33","11.44","377.52","4.9865","6.4535","437","COMPRA"
"1467","4432","17/12/2019","12","2019","CLI3466","4376","33","11.44","377.52","4.9865","6.4535","471","COMPRA"
"1468","4436","17/12/2019","12","2019","CLI3519","4376","990","11.44","11325.6","4.9865","6.4535","37","COMPRA"
"1469","4426","23/12/2019","12","2019","CLI3436","4376","33","11.44","377.52","4.9865","6.4535","158","COMPRA"
"1470","4473","23/12/2019","12","2019","CLI3430","4376","165","11.44","1887.6","4.9865","6.4535","453","COMPRA"
"1471","4477","23/12/2019","12","2019","CLI3438","4376","132","11.44","1510.08","4.9865","6.4535","248","COMPRA"
"1472","4480","23/12/2019","12","2019","CLI3587","4376","33","11.44","377.52","4.9865","6.4535","201","COMPRA"
"1473","4481","23/12/2019","12","2019","CLI3434","4376","33","11.44","377.52","4.9865","6.4535","190","COMPRA"
"1474","4483","23/12/2019","12","2019","CLI3451","4376","66","11.44","755.04","4.9865","6.4535","473","COMPRA"
"1475","4486","23/12/2019","12","2019","CLI3453","4376","33","11.44","377.52","4.9865","6.4535","364","COMPRA"
"1476","4399","23/12/2019","12","2019","CLI2998","4376","33","11.44","377.52","4.9865","6.4535","526","COMPRA"
"1477","4497","27/12/2019","12","2019","CLI3448","4376","33","11.44","377.52","4.9865","6.4535","362","COMPRA"
"1478","4513","27/12/2019","12","2019","CLI3433","4376","66","11.44","755.04","4.9865","6.4535","504","COMPRA"
"1479","7924","03/01/2019","1","2019","CLI2259","4375","33","11.97","395.01","6.14","5.83","308","COMPRA"
"1480","1376","03/01/2019","1","2019","CLI3440","4375","44","11.1","488.4","6.14","4.96","297","COMPRA"
"1481","1378","03/01/2019","1","2019","CLI3433","4375","88","11.1","976.8","6.473","4.627","302","COMPRA"
"1482","1379","03/01/2019","1","2019","CLI3443","4375","66","11.1","732.6","6.473","4.627","36","COMPRA"
"1483","1380","03/01/2019","1","2019","CLI3431","4375","44","11.1","488.4","6.695","4.405","51","COMPRA"
"1484","1385","03/01/2019","1","2019","CLI3464","4375","11","11.1","122.1","6.473","4.627","598","COMPRA"
"1485","1393","03/01/2019","1","2019","CLI3436","4375","165","11.1","1831.5","6.695","4.405","392","COMPRA"
"1486","1407","03/01/2019","1","2019","CLI3461","4375","33","11.1","366.3","6.473","4.627","504","COMPRA"
"1487","1408","03/01/2019","1","2019","CLI3470","4375","44","11.1","488.4","6.14","4.96","361","COMPRA"
"1488",NULL,"03/01/2019","1","2019","CLI3472","4375","33","11.1","366.3","6.14","4.96","314","COMPRA"
"1489",NULL,"07/01/2019","1","2019","CLI3194","4375","22","11.1","244.2","6.14","4.96","515","COMPRA"
"1490",NULL,"08/01/2019","1","2019","CLI2259","4375","33","11.97","395.01","6.14","5.83","491","COMPRA"
"1491",NULL,"10/01/2019","1","2019","CLI3587","4375","11","11.1","122.1","6.473","4.627","209","COMPRA"
"1492",NULL,"10/01/2019","1","2019","CLI3466","4375","11","11.1","122.1","6.14","4.96","57","COMPRA"
"1493",NULL,"10/01/2019","1","2019","CLI3430","4375","77","11.1","854.7","6.695","4.405","355","COMPRA"
"1494",NULL,"10/01/2019","1","2019","CLI3472","4375","11","11.1","122.1","6.14","4.96","593","COMPRA"
"1495","1582","24/01/2019","1","2019","CLI1889","4375","110","5.57","612.7","6.4185","-0.8485","526","NAOCOMPRA"
"1496","8023","24/01/2019","1","2019","CLI240","4375","110","12.45","1369.5","6.14","6.31","551","NAOCOMPRA"
"1497","1469","24/01/2019","1","2019","CLI2","4375","99","10.7","1059.3","6.675","4.025","30","NAOCOMPRA"
"1498","1485","24/01/2019","1","2019","CLI3441","4375","88","11.1","976.8","6.14","4.96","344","COMPRA"
"1499","1492","24/01/2019","1","2019","CLI3460","4375","66","11.1","732.6","6.473","4.627","526","COMPRA"
"1500","1496","24/01/2019","1","2019","CLI3433","4375","44","11.1","488.4","6.473","4.627","105","COMPRA"
"1501","1500","24/01/2019","1","2019","CLI3470","4375","11","11.1","122.1","6.14","4.96","564","COMPRA"
"1502","1501","25/01/2019","1","2019","CLI3437","4375","33","11.1","366.3","6.473","4.627","544","COMPRA"
"1503","1506","25/01/2019","1","2019","CLI3451","4375","44","11.1","488.4","6.473","4.627","155","COMPRA"
"1504","1508","25/01/2019","1","2019","CLI3490","4375","44","11.1","488.4","6.473","4.627","529","COMPRA"
"1505","1512","25/01/2019","1","2019","CLI3432","4375","22","11.1","244.2","6.695","4.405","402","COMPRA"
"1506","1535","25/01/2019","1","2019","CLI3434","4375","11","11.1","122.1","6.473","4.627","21","COMPRA"
"1507","1537","25/01/2019","1","2019","CLI3460","4375","33","11.1","366.3","6.473","4.627","288","COMPRA"
"1508","1538","25/01/2019","1","2019","CLI3472","4375","11","11.1","122.1","6.14","4.96","393","COMPRA"
"1509","1547","25/01/2019","1","2019","CLI3433","4375","88","11.1","976.8","6.473","4.627","564","COMPRA"
"1510","1521","25/01/2019","1","2019","CLI30","4375","66","11.5","759","6.715","4.785","39","COMPRA"
"1511","1639","29/01/2019","1","2019","CLI1889","4375","66","5.57","367.62","6.4185","-0.8485","65","NAOCOMPRA"
"1512","8000","30/01/2019","1","2019","CLI2259","4375","66","11.97","790.02","6.14","5.83","563","COMPRA"
"1513","1700","05/02/2019","2","2019","CLI761","4375","836","5.57","4657.1","3.68","1.89","541","NAOCOMPRA"
"1514","1702","06/02/2019","2","2019","CLI1889","4375","33","1.58","52.14","3.759","-2.179","432","NAOCOMPRA"
"1515","1593","06/02/2019","2","2019","CLI3430","4375","110","11.1","1221","4.013","7.087","505","COMPRA"
"1516","1607","06/02/2019","2","2019","CLI3433","4375","44","11.1","488.4","4.013","7.087","254","COMPRA"
"1517","1658","06/02/2019","2","2019","CLI3464","4375","33","11.1","366.3","4.013","7.087","454","COMPRA"
"1518",NULL,"11/02/2019","2","2019","CLI3464","4375","11","11.1","122.1","4.013","7.087","504","COMPRA"
"1519",NULL,"11/02/2019","2","2019","CLI3429","4375","209","11.1","2319.9","4.013","7.087","552","COMPRA"
"1520",NULL,"11/02/2019","2","2019","CLI3434","4375","33","11.1","366.3","4.013","7.087","391","COMPRA"
"1521",NULL,"11/02/2019","2","2019","CLI3468","4375","22","11.1","244.2","3.68","7.42","377","COMPRA"
"1522",NULL,"11/02/2019","2","2019","CLI3587","4375","11","11.1","122.1","4.013","7.087","28","COMPRA"
"1523",NULL,"11/02/2019","2","2019","CLI3490","4375","44","11.1","488.4","4.013","7.087","564","COMPRA"
"1524",NULL,"11/02/2019","2","2019","CLI3472","4375","33","11.1","366.3","3.68","7.42","302","COMPRA"
"1525",NULL,"11/02/2019","2","2019","CLI3443","4375","88","11.1","976.8","4.013","7.087","340","COMPRA"
"1526",NULL,"11/02/2019","2","2019","CLI3453","4375","33","11.1","366.3","4.013","7.087","168","COMPRA"
"1527",NULL,"11/02/2019","2","2019","CLI3470","4375","132","11.44","1510.08","3.68","7.76","560","COMPRA"
"1528",NULL,"11/02/2019","2","2019","CLI3451","4375","3","11.44","34.32","4.0232","7.4168","227","COMPRA"
"1529",NULL,"11/02/2019","2","2019","CLI3451","4375","30","11.44","343.2","4.0232","7.4168","468","COMPRA"
"1530",NULL,"11/02/2019","2","2019","CLI3448","4375","66","11.44","755.04","3.68","7.76","229","COMPRA"
"1531",NULL,"13/02/2019","2","2019","CLI3438","4375","77","11.1","854.7","4.013","7.087","103","COMPRA"
"1532",NULL,"13/02/2019","2","2019","CLI3462","4375","33","11.1","366.3","4.013","7.087","528","COMPRA"
"1533",NULL,"13/02/2019","2","2019","CLI3463","4375","33","11.1","366.3","4.013","7.087","239","COMPRA"
"1534",NULL,"13/02/2019","2","2019","CLI3436","4375","33","11.1","366.3","4.013","7.087","201","COMPRA"
"1535",NULL,"13/02/2019","2","2019","CLI3429","4375","33","11.1","366.3","4.013","7.087","151","COMPRA"
"1536",NULL,"13/02/2019","2","2019","CLI3472","4375","33","11.1","366.3","3.68","7.42","151","COMPRA"
"1537",NULL,"13/02/2019","2","2019","CLI3462","4375","33","11.1","366.3","4.013","7.087","594","COMPRA"
"1538",NULL,"13/02/2019","2","2019","CLI3461","4375","231","11.1","2564.1","4.013","7.087","512","COMPRA"
"1539",NULL,"13/02/2019","2","2019","CLI3433","4375","132","11.1","1465.2","4.013","7.087","122","COMPRA"
"1540",NULL,"13/02/2019","2","2019","CLI3438","4375","66","11.1","732.6","4.013","7.087","33","COMPRA"
"1541",NULL,"13/02/2019","2","2019","CLI3468","4375","33","11.1","366.3","3.68","7.42","242","COMPRA"
"1542",NULL,"13/02/2019","2","2019","CLI3493","4375","33","11.44","377.52","3.68","7.76","262","COMPRA"
"1543",NULL,"13/02/2019","2","2019","CLI3429","4375","99","11.44","1132.56","4.0232","7.4168","82","COMPRA"
"1544","1743","13/02/2019","2","2019","CLI3468","4375","33","11.44","377.52","3.68","7.76","322","COMPRA"
"1545","12111","15/02/2019","2","2019","CLI149","4375","1","8.05","4.03","3.68","4.37","30","COMPRA"
"1546","1678","19/02/2019","2","2019","CLI3490","4375","66","11.1","732.6","4.013","7.087","429","COMPRA"
"1547","1729","19/02/2019","2","2019","CLI3449","4375","33","11.44","377.52","4.0232","7.4168","242","COMPRA"
"1548","1736","19/02/2019","2","2019","CLI3434","4375","66","11.44","755.04","4.0232","7.4168","536","COMPRA"
"1549","1708","21/02/2019","2","2019","CLI3454","4375","990","11.44","11325.6","4.0232","7.4168","15","COMPRA"
"1550","1732","21/02/2019","2","2019","CLI3436","4375","66","11.44","755.04","4.0232","7.4168","318","COMPRA"
"1551","1751","21/02/2019","2","2019","CLI3433","4375","99","11.44","1132.56","4.0232","7.4168","316","COMPRA"
"1552","1752","21/02/2019","2","2019","CLI3438","4375","99","11.44","1132.56","4.0232","7.4168","221","COMPRA"
"1553","1755","21/02/2019","2","2019","CLI3453","4375","33","11.44","377.52","4.0232","7.4168","186","COMPRA"
"1554","1762","21/02/2019","2","2019","CLI3460","4375","330","11.1","3663","4.013","7.087","422","COMPRA"
"1555","1812","21/02/2019","2","2019","CLI3437","4375","33","11.44","377.52","4.0232","7.4168","366","COMPRA"
"1556","1818","21/02/2019","2","2019","CLI3465","4375","231","11.44","2642.64","4.0232","7.4168","492","COMPRA"
"1557","1820","21/02/2019","2","2019","CLI3453","4375","33","11.44","377.52","4.0232","7.4168","447","COMPRA"
"1558","1823","21/02/2019","2","2019","CLI3438","4375","66","11.44","755.04","4.0232","7.4168","388","COMPRA"
"1559","1825","21/02/2019","2","2019","CLI3455","4375","33","11.44","377.52","4.0232","7.4168","174","COMPRA"
"1560","1828","21/02/2019","2","2019","CLI3462","4375","33","11.44","377.52","4.0232","7.4168","425","COMPRA"
"1561","1830","21/02/2019","2","2019","CLI3460","4375","495","11.44","5662.8","4.0232","7.4168","408","COMPRA"
"1562","1869","22/02/2019","2","2019","CLI3380","4375","11","11.5","126.5","4.255","7.245","331","COMPRA"
"1563",NULL,"27/02/2019","2","2019","CLI3380","4375","8","8.05","64.4","4.0825","3.9675","101","COMPRA"
"1564",NULL,"27/02/2019","2","2019","CLI3453","4375","33","11.44","377.52","4.0232","7.4168","239","COMPRA"
"1565",NULL,"28/02/2019","2","2019","CLI3562","4375","13","3.51","44.75","3.68","-0.17","279","NAOCOMPRA"
"1566",NULL,"07/03/2019","3","2019","CLI3451","4375","33","11.44","377.52","4.65609","6.78391","405","COMPRA"
"1567","1919","13/03/2019","3","2019","CLI3060","4375","66","10.58","698.28","4.84189","5.73811","45","COMPRA"
"1568","1870","13/03/2019","3","2019","CLI3424","4375","220","10.29","2263.8","4.82739","5.46261","495","NAOCOMPRA"
"1569","8207","13/03/2019","3","2019","CLI3226","4375","33","12.45","410.85","4.31289","8.13711","43","COMPRA"
"1570","1841","13/03/2019","3","2019","CLI3463","4375","231","11.44","2642.64","4.65609","6.78391","554","COMPRA"
"1571","1861","13/03/2019","3","2019","CLI3454","4375","396","11.44","4530.24","4.65609","6.78391","385","COMPRA"
"1572","1880","13/03/2019","3","2019","CLI3436","4375","231","11.44","2642.64","4.65609","6.78391","296","COMPRA"
"1573","1886","13/03/2019","3","2019","CLI3431","4375","33","11.44","377.52","4.65609","6.78391","195","COMPRA"
"1574","1887","13/03/2019","3","2019","CLI3433","4375","132","11.44","1510.08","4.65609","6.78391","446","COMPRA"
"1575","1929","13/03/2019","3","2019","CLI3441","4375","66","11.44","755.04","4.31289","7.12711","161","COMPRA"
"1576","1933","13/03/2019","3","2019","CLI3429","4375","132","11.44","1510.08","4.65609","6.78391","525","COMPRA"
"1577","1935","13/03/2019","3","2019","CLI3493","4375","33","11.44","377.52","4.31289","7.12711","224","COMPRA"
"1578","1936","13/03/2019","3","2019","CLI3587","4375","33","11.44","377.52","4.65609","6.78391","454","COMPRA"
"1579","1941","21/03/2019","3","2019","CLI3431","4375","33","11.44","377.52","4.65609","6.78391","182","COMPRA"
"1580","2133","29/03/2019","3","2019","CLI3562","4375","38","3.51","134.19","4.31289","-0.802886","199","NAOCOMPRA"
"1581","1905","08/04/2019","4","2019","CLI3460","4375","264","11.44","3020.16","3.33536","8.10464","21","COMPRA"
"1582","2208","08/04/2019","4","2019","CLI1889","4375","10","2.85","28.5","3.13465","-0.284655","309","NAOCOMPRA"
"1583","2208","08/04/2019","4","2019","CLI1889","4375","165","2.85","470.25","3.13465","-0.284655","73","NAOCOMPRA"
"1584","8225","08/04/2019","4","2019","CLI2259","4375","10","11.97","119.7","2.99216","8.97785","552","COMPRA"
"1585","1967","08/04/2019","4","2019","CLI3430","4375","264","11.44","3020.16","3.33536","8.10464","511","COMPRA"
"1586","1976","08/04/2019","4","2019","CLI3434","4375","66","11.44","755.04","3.33536","8.10464","488","COMPRA"
"1587","1979","08/04/2019","4","2019","CLI3587","4375","33","11.44","377.52","3.33536","8.10464","264","COMPRA"
"1588","1982","08/04/2019","4","2019","CLI3451","4375","66","11.44","755.04","3.33536","8.10464","513","COMPRA"
"1589","1983","08/04/2019","4","2019","CLI3441","4375","66","11.44","755.04","2.99216","8.44785","294","COMPRA"
"1590","1986","08/04/2019","4","2019","CLI3464","4375","66","11.44","755.04","3.33536","8.10464","111","COMPRA"
"1591","1995","08/04/2019","4","2019","CLI3470","4375","66","11.44","755.04","2.99216","8.44785","491","COMPRA"
"1592","1996","08/04/2019","4","2019","CLI3443","4375","132","11.44","1510.08","3.33536","8.10464","461","COMPRA"
"1593","1997","08/04/2019","4","2019","CLI3455","4375","33","11.44","377.52","3.33536","8.10464","527","COMPRA"
"1594","2021","08/04/2019","4","2019","CLI3587","4375","33","11.44","377.52","3.33536","8.10464","242","COMPRA"
"1595","2027","08/04/2019","4","2019","CLI3462","4375","33","11.44","377.52","3.33536","8.10464","78","COMPRA"
"1596","2029","08/04/2019","4","2019","CLI3448","4375","33","11.44","377.52","2.99216","8.44785","28","COMPRA"
"1597","2031","08/04/2019","4","2019","CLI3468","4375","66","11.44","755.04","2.99216","8.44785","417","COMPRA"
"1598","2038","08/04/2019","4","2019","CLI3490","4375","66","11.44","755.04","3.33536","8.10464","13","COMPRA"
"1599","2041","08/04/2019","4","2019","CLI3519","4375","33","11.44","377.52","3.33536","8.10464","435","COMPRA"
"1600","2042","08/04/2019","4","2019","CLI3432","4375","33","11.44","377.52","3.33536","8.10464","106","COMPRA"
"1601","2070","08/04/2019","4","2019","CLI3442","4375","132","11.44","1510.08","2.99216","8.44785","364","COMPRA"
"1602","2072","08/04/2019","4","2019","CLI3587","4375","66","11.44","755.04","3.33536","8.10464","321","COMPRA"
"1603","2074","08/04/2019","4","2019","CLI3434","4375","66","11.44","755.04","3.33536","8.10464","395","COMPRA"
"1604","2082","08/04/2019","4","2019","CLI3433","4375","99","11.44","1132.56","3.33536","8.10464","522","COMPRA"
"1605","2083","08/04/2019","4","2019","CLI3431","4375","66","11.44","755.04","3.33536","8.10464","596","COMPRA"
"1606","2084","08/04/2019","4","2019","CLI3448","4375","66","11.44","755.04","2.99216","8.44785","573","COMPRA"
"1607","2088","08/04/2019","4","2019","CLI3438","4375","33","11.44","377.52","3.33536","8.10464","227","COMPRA"
"1608","2090","08/04/2019","4","2019","CLI3453","4375","33","11.44","377.52","3.33536","8.10464","63","COMPRA"
"1609","2091","08/04/2019","4","2019","CLI3488","4375","33","11.44","377.52","3.33536","8.10464","203","COMPRA"
"1610","2092","08/04/2019","4","2019","CLI3443","4375","66","11.44","755.04","3.33536","8.10464","197","COMPRA"
"1611","2094","08/04/2019","4","2019","CLI3519","4375","99","11.44","1132.56","3.33536","8.10464","437","COMPRA"
"1612","2112","08/04/2019","4","2019","CLI3497","4375","33","11.44","377.52","3.33536","8.10464","53","COMPRA"
"1613","1998","08/04/2019","4","2019","CLI3526","4375","33","11.44","377.52","3.33536","8.10464","238","COMPRA"
"1614","2067","10/04/2019","4","2019","CLI3496","4375","33","11.44","377.52","2.99216","8.44785","154","COMPRA"
"1615","2129","10/04/2019","4","2019","CLI3464","4375","33","11.44","377.52","3.33536","8.10464","290","COMPRA"
"1616","2130","10/04/2019","4","2019","CLI3496","4375","33","11.44","377.52","2.99216","8.44785","379","COMPRA"
"1617","2131","10/04/2019","4","2019","CLI3430","4375","99","11.43","1131.57","3.33505","8.09494","134","COMPRA"
"1618","2135","10/04/2019","4","2019","CLI3493","4375","33","11.44","377.52","2.99216","8.44785","441","COMPRA"
"1619","2136","10/04/2019","4","2019","CLI3587","4375","33","11.44","377.52","3.33536","8.10464","202","COMPRA"
"1620","2144","10/04/2019","4","2019","CLI3468","4375","33","11.44","377.52","2.99216","8.44785","266","COMPRA"
"1621","2146","10/04/2019","4","2019","CLI3490","4375","66","11.44","755.04","3.33536","8.10464","471","COMPRA"
"1622","2155","10/04/2019","4","2019","CLI3448","4375","99","11.44","1132.56","2.99216","8.44785","62","COMPRA"
"1623","2178","10/04/2019","4","2019","CLI3440","4375","165","11.44","1887.6","2.99216","8.44785","344","COMPRA"
"1624","2185","10/04/2019","4","2019","CLI3441","4375","99","11.44","1132.56","2.99216","8.44785","279","COMPRA"
"1625","2192","10/04/2019","4","2019","CLI3433","4375","132","11.44","1510.08","3.33536","8.10464","535","COMPRA"
"1626","2197","10/04/2019","4","2019","CLI3438","4375","132","11.44","1510.08","3.33536","8.10464","344","COMPRA"
"1627","2204","10/04/2019","4","2019","CLI3519","4375","33","11.44","377.52","3.33536","8.10464","372","COMPRA"
"1628","2077","10/04/2019","4","2019","CLI2998","4375","33","11.44","377.52","3.33536","8.10464","350","COMPRA"
"1629","2125","11/04/2019","4","2019","CLI3464","4375","99","11.44","1132.56","3.33536","8.10464","262","COMPRA"
"1630","12268","11/04/2019","4","2019","CLI3562","4375","1","2.85","1.43","3.13515","-0.285155","197","NAOCOMPRA"
"1631","2214","11/04/2019","4","2019","CLI3060","4375","1","8.05","4.03","2.99216","5.05785","246","COMPRA"
"1632","8220","13/04/2019","4","2019","CLI2259","4375","165","11.97","1975.05","2.99216","8.97785","433","COMPRA"
"1633","2210","15/04/2019","4","2019","CLI3660","4375","55","10.35","569.25","3.50965","6.84034","494","NAOCOMPRA"
"1634","2194","17/04/2019","4","2019","CLI3455","4375","33","11.44","377.52","3.33536","8.10464","366","COMPRA"
"1635","2200","17/04/2019","4","2019","CLI3462","4375","33","11.44","377.52","3.33536","8.10464","384","COMPRA"
"1636","2203","17/04/2019","4","2019","CLI3488","4375","66","11.44","755.04","3.33536","8.10464","385","COMPRA"
"1637","2233","17/04/2019","4","2019","CLI3460","4375","330","11.44","3775.2","3.33536","8.10464","59","COMPRA"
"1638","2234","17/04/2019","4","2019","CLI3437","4375","33","11.44","377.52","3.33536","8.10464","138","COMPRA"
"1639","2240","17/04/2019","4","2019","CLI3433","4375","132","11.44","1510.08","3.33536","8.10464","500","COMPRA"
"1640","2251","17/04/2019","4","2019","CLI3488","4375","33","11.44","377.52","3.33536","8.10464","408","COMPRA"
"1641","2213","18/04/2019","4","2019","CLI3660","4375","6","8.05","48.3","2.99216","5.05785","477","NAOCOMPRA"
"1642","2213","18/04/2019","4","2019","CLI3660","4375","1","8.05","5.31","2.99216","5.05785","552","NAOCOMPRA"
"1643","2297","23/04/2019","4","2019","CLI1889","4375","110","2.85","313.5","3.13465","-0.284655","539","NAOCOMPRA"
"1644","8346","23/04/2019","4","2019","CLI240","4375","110","12.45","1369.5","2.99216","9.45784","189","COMPRA"
"1645","2258","24/04/2019","4","2019","CLI3488","4375","33","11.44","377.52","3.33536","8.10464","227","COMPRA"
"1646","2273","24/04/2019","4","2019","CLI3429","4375","99","11.44","1132.56","3.33536","8.10464","499","COMPRA"
"1647","2280","24/04/2019","4","2019","CLI3463","4375","33","11.44","377.52","3.33536","8.10464","106","COMPRA"
"1648","2281","24/04/2019","4","2019","CLI3465","4375","165","11.44","1887.6","3.33536","8.10464","94","COMPRA"
"1649","2284","24/04/2019","4","2019","CLI3433","4375","132","11.44","1510.08","3.33536","8.10464","506","COMPRA"
"1650","2285","24/04/2019","4","2019","CLI3438","4375","66","11.44","755.04","3.33536","8.10464","448","COMPRA"
"1651","2286","24/04/2019","4","2019","CLI3461","4375","66","11.44","755.04","3.33536","8.10464","185","COMPRA"
"1652","2296","24/04/2019","4","2019","CLI3462","4375","132","11.44","1510.08","3.33536","8.10464","339","COMPRA"
"1653","2313","02/05/2019","5","2019","CLI3440","4375","66","11.44","755.04","2.99216","8.44785","25","COMPRA"
"1654","2327","02/05/2019","5","2019","CLI3429","4375","165","11.44","1887.6","3.33536","8.10464","144","COMPRA"
"1655","2332","02/05/2019","5","2019","CLI3433","4375","66","11.44","755.04","3.33536","8.10464","174","COMPRA"
"1656","2333","02/05/2019","5","2019","CLI3453","4375","66","11.44","755.04","3.33536","8.10464","78","COMPRA"
"1657","2343","02/05/2019","5","2019","CLI3488","4375","66","11.44","755.04","3.33536","8.10464","212","COMPRA"
"1658","2362","09/05/2019","5","2019","CLI3442","4375","33","11.44","377.52","2.99216","8.44785","510","COMPRA"
"1659","2363","09/05/2019","5","2019","CLI3463","4375","33","11.44","377.52","3.33536","8.10464","450","COMPRA"
"1660","2372","09/05/2019","5","2019","CLI3587","4375","22","11.44","251.68","3.33536","8.10464","469","COMPRA"
"1661","2385","10/05/2019","5","2019","CLI3448","4375","10","11.44","114.4","2.99216","8.44785","485","COMPRA"
"1662","12369","16/05/2019","5","2019","CLI3562","4375","1650","2.85","4702.5","3.13465","-0.284655","164","NAOCOMPRA"
"1663","2354","16/05/2019","5","2019","CLI3436","4375","396","11.44","4530.24","3.33536","8.10464","344","COMPRA"
"1664","2361","16/05/2019","5","2019","CLI3463","4375","297","11.44","3397.68","3.33536","8.10464","320","COMPRA"
"1665","2371","16/05/2019","5","2019","CLI3438","4375","66","11.44","755.04","3.33536","8.10464","426","COMPRA"
"1666","2375","16/05/2019","5","2019","CLI3433","4375","132","11.44","1510.08","3.33536","8.10464","491","COMPRA"
"1667","2411","16/05/2019","5","2019","CLI3442","4375","132","11.44","1510.08","2.99216","8.44785","486","COMPRA"
"1668","2412","16/05/2019","5","2019","CLI3434","4375","66","11.44","755.04","3.33536","8.10464","584","COMPRA"
"1669","2413","16/05/2019","5","2019","CLI3526","4375","33","11.44","377.52","3.33536","8.10464","453","COMPRA"
"1670","2414","16/05/2019","5","2019","CLI3587","4375","33","11.44","377.52","3.33536","8.10464","208","COMPRA"
